Day	Month_	Year	Exp_day	Phase	Site	Genus	Species	ID_number	infection_tube	SVL	Tail	Mass	Regen_Tail	Skin_Scrapes	Treatment	Incubator_number	Shelf_number	Swab_ID	Census	Bd_hist	Bsal_hist	Specimen_ID	Bd_load	Bsal_load	Repeat1_Bd	Repeat1_Bsal	DoubleBd	DoubleBsal	DoubleBd_repeat	DoubleBsal_repeat	Bsal	Bd	Bd_load_t_min_1
22	6	2015	0	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	178	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		NA
25	6	2015	3	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.38	NA	NA	C	1	1	233	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
29	6	2015	7	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.47	NA	NA	C	1	1	332	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
2	7	2015	10	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.45	NA	NA	C	1	1	432	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
6	7	2015	14	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.43	NA	NA	C	1	1	527	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
9	7	2015	17	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	622	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
13	7	2015	21	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.48	NA	NA	C	1	1	717	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
16	7	2015	24	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	808	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
20	7	2015	28	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.52	NA	NA	C	1	1	895	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
24	7	2015	32	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	982	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
27	7	2015	35	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.44	NA	NA	C	1	1	1069	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
30	7	2015	38	1	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1155	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
10	8	2015	49	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.44	NA	NA	C	1	1	1241	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
13	8	2015	52	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1326	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
17	8	2015	56	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.45	NA	NA	C	1	1	1411	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
20	8	2015	59	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1481	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
24	8	2015	63	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.46	NA	NA	C	1	1	1564	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
27	8	2015	66	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1646	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
31	8	2015	70	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	0.48	NA	NA	C	1	1	1728	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
3	9	2015	73	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1810	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
8	9	2015	78	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1892	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0		0
11	9	2015	81	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	1974	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0		0
14	9	2015	84	2	BT_Lake	Desmognathus	fuscus	1	4_small	29.5	NA	NA	NA	NA	C	1	1	NA	1	NA	NA	2404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	BT_Lake	Desmognathus	fuscus	1	NA	29.5	25.4	0.48	N	N	NA	NA	NA	68	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	163	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	6	2015	3	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.81	NA	NA	C	3	1	274	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
29	6	2015	7	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.82	NA	NA	C	3	1	373	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
2	7	2015	10	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.7	NA	NA	C	3	1	473	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
6	7	2015	14	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.82	NA	NA	C	3	1	568	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	663	0	NA	NA	NA	759.3647642	0	NA	NA	NA	NA	NA	NA	0	759.3647642	0
13	7	2015	21	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.66	NA	NA	C	3	1	758	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	759.3647642
16	7	2015	24	1	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	849	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.08	NA	NA	C	3	1	936	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1023	0	NA	NA	NA	127.8568404	0	NA	NA	NA	NA	NA	NA	0	127.8568404	0
27	7	2015	35	1	NA	Desmognathus	organi	1	19_small	47.1	NA	1.69	NA	NA	C	3	1	1110	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	127.8568404
30	7	2015	38	1	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1196	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	NA	Desmognathus	organi	1	19_small	47.1	NA	1.68	NA	NA	C	3	1	1282	0	NA	NA	NA	0	7.527746883	NA	NA	NA	NA	NA	NA	7.527746883	0	0
13	8	2015	52	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1367	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
17	8	2015	56	2	NA	Desmognathus	organi	1	19_small	47.1	NA	1.84	NA	NA	C	3	1	1450	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	8	2015	59	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1506	0	NA	NA	NA	0	6.616257871	NA	NA	NA	NA	NA	NA	6.616257871	0	0
24	8	2015	63	2	NA	Desmognathus	organi	1	19_small	47.1	NA	1.55	NA	NA	C	3	1	1588	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1670	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	NA	Desmognathus	organi	1	19_small	47.1	NA	1.68	NA	NA	C	3	1	1752	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	9	2015	73	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1834	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	NA	Desmognathus	organi	1	19_small	47.1	NA	1.68	NA	NA	C	3	1	1916	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	1998	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0
14	9	2015	84	2	NA	Desmognathus	organi	1	19_small	47.1	NA	NA	NA	NA	C	3	1	NA	1	NA	NA	2418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	NA	Desmognathus	organi	1	NA	47.1	45.3	1.73	N	N	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	6	2015	0	1	RIM	Eurycea	sp	1	26_small	35.2	NA	NA	NA	NA	I	5	3	9999	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Eurycea	sp	1	26_small	35.2	NA	0.57	NA	NA	I	5	3	289	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	RIM	Eurycea	sp	1	26_small	35.2	NA	0.56	NA	NA	I	5	3	388	0	NA	NA	NA	0	998.9808524	NA	NA	NA	NA	NA	NA	998.9808524	0	0
3	7	2015	11	1	RIM	Eurycea	sp	1	26_small	35.2	NA	0.54	NA	NA	I	5	3	488	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	RIM	Eurycea	sp	1	26_small	35.2	NA	0.58	NA	NA	I	5	3	583	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	RIM	Eurycea	sp	1	26_small	35.2	NA	NA	NA	NA	I	5	3	678	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	RIM	Eurycea	sp	1	26_small	35.2	NA	0.59	NA	NA	I	5	3	773	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Eurycea	sp	1	26_small	35.2	NA	NA	NA	NA	I	5	3	864	0	NA	NA	NA	0	455857.9114	NA	NA	NA	NA	NA	NA	455857.9114	0	0
20	7	2015	28	1	RIM	Eurycea	sp	1	26_small	35.2	NA	NA	NA	NA	I	5	3	951	1	1	1	2480	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
7	6	2015	NA	1	RIM	Eurycea	sp	1	NA	35.2	41.7	0.58	N	N	NA	NA	NA	2	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Notophtalamus	viridescens	1	10_small	45.3	NA	NA	NA	NA	C	4	1	192	0	NA	NA	NA	12083.36087	0	NA	NA	NA	NA	NA	NA	0	12083.36087	NA
25	6	2015	3	1	BT_Lake	Notophtalamus	viridescens	1	10_small	45.3	NA	2.54	NA	NA	C	4	1	292	0	NA	NA	NA	110541.408	0	NA	NA	NA	NA	NA	NA	0	110541.408	12083.36087
29	6	2015	7	1	BT_Lake	Notophtalamus	viridescens	1	10_small	45.3	NA	2.56	NA	NA	C	4	1	391	0	NA	NA	NA	2327.906447	0	NA	NA	NA	NA	NA	NA	0	2327.906447	110541.408
1	7	2015	9	1	BT_Lake	Notophtalamus	viridescens	1	NA	45.3	NA	NA	NA	NA	C	NA	NA	NA	1	NA	NA	2489	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2327.906447
7	6	2015	NA	1	BT_Lake	Notophtalamus	viridescens	1	NA	45.3	44.4	3.03	N	N	NA	NA	NA	93	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	6	2015	0	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	I	1	2	108	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.98	NA	NA	I	1	2	207	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	1.03	NA	NA	I	1	2	306	0	NA	NA	NA	0	994.9830485	NA	NA	NA	NA	NA	NA	994.9830485	0	0
3	7	2015	11	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.95	NA	NA	I	1	2	406	0	NA	NA	NA	1.558778251	93.63340331	NA	NA	NA	NA	NA	NA	93.63340331	1.558778251	0
7	7	2015	15	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.99	NA	NA	I	1	2	501	0	NA	NA	NA	5.3523113	54.77346532	NA	NA	NA	NA	NA	NA	54.77346532	5.3523113	1.558778251
9	7	2015	17	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	I	1	2	596	0	NA	NA	NA	1.597980849	35.07296598	NA	NA	NA	NA	NA	NA	35.07296598	1.597980849	5.3523113
15	7	2015	23	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.95	NA	NA	I	1	2	691	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	1.597980849
16	7	2015	24	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	I	1	2	782	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	1.03	NA	NA	I	1	2	869	0	NA	NA	NA	0	16.32623726	NA	NA	NA	NA	NA	NA	16.32623726	0	0
24	7	2015	32	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	I	1	2	956	0	NA	NA	NA	6.517133095	134.2143562	NA	NA	NA	NA	NA	NA	134.2143562	6.517133095	0
28	7	2015	36	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	1.01	NA	NA	I	1	2	1043	0	NA	NA	NA	0	12618.52808	NA	NA	NA	NA	NA	NA	12618.52808	0	6.517133095
31	7	2015	39	1	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	I	1	2	1129	0	NA	NA	NA	0	108.7573006	NA	NA	NA	NA	NA	NA	108.7573006	0	0
10	8	2015	49	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.94	NA	NA	D	1	2	1215	0	NA	NA	NA	358.2457655	224.7216158	NA	NA	NA	NA	NA	NA	224.7216158	358.2457655	0
13	8	2015	52	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	1300	0	NA	NA	NA	0	279.165404	NA	NA	NA	NA	NA	NA	279.165404	0	358.2457655
18	8	2015	57	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.91	NA	NA	D	1	2	1385	0	NA	NA	NA	0	123.5063773	NA	NA	NA	NA	NA	NA	123.5063773	0	0
21	8	2015	60	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	1512	0	NA	NA	NA	0	109.2518682	NA	NA	NA	NA	NA	NA	109.2518682	0	0
25	8	2015	64	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.9	NA	NA	D	1	2	1594	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	1676	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	0.96	NA	NA	D	1	2	1758	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	1840	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	1.18	NA	NA	D	1	2	1922	0	NA	NA	NA	0	13.50925247	NA	NA	NA	NA	NA	NA	13.50925247	0	0
11	9	2015	81	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	2004	0	NA	NA	NA	0	15.09824014	0	7.640053756	0	178.2566346	0	118.5833676	178.2566346	0	0
16	9	2015	86	2	RIM	Plethodon	cinereus	1	22_small	41.7	NA	NA	NA	NA	D	1	2	NA	1	NA	NA	2450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Plethodon	cinereus	1	NA	41.7	28.8	0.98	Y	N	NA	NA	NA	21	0	0	0	2499	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	133	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.66	NA	NA	I	3	2	218	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.27	NA	NA	I	3	2	317	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.51	NA	NA	I	3	2	417	0	NA	NA	NA	0	16.38599188	NA	NA	NA	NA	NA	NA	16.38599188	0	0
7	7	2015	15	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.56	NA	NA	I	3	2	512	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	607	0	NA	NA	NA	4.739408963	0	NA	NA	NA	NA	NA	NA	0	4.739408963	0
15	7	2015	23	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.33	NA	NA	I	3	2	702	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	4.739408963
16	7	2015	24	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	793	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.34	NA	NA	I	3	2	880	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	967	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.14	NA	NA	I	3	2	1054	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	1140	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	3.92	NA	NA	I	3	2	1226	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	1311	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.29	NA	NA	I	3	2	1396	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	1518	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.21	NA	NA	I	3	2	1600	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	1682	0	NA	NA	NA	0	5.498912056	NA	NA	NA	NA	NA	NA	5.498912056	0	0
1	9	2015	71	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.09	NA	NA	I	3	2	1764	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	1846	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	4.24	NA	NA	I	3	2	1928	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	2010	0	NA	NA	NA	0	13.91395564	0	0	0	0	0	0	13.91395564	0	0
16	9	2015	86	2	MRHQ	Plethodon	cylindraceus	1	23_large	65.4	NA	NA	NA	NA	I	3	2	NA	1	NA	NA	2460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	6	2015	NA	1	MRHQ	Plethodon	cylindraceus	1	NA	65.4	73.1	4.9	N	N	NA	NA	NA	49	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	148	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
25	6	2015	3	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.66	NA	NA	C	1	1	247	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
29	6	2015	7	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.71	NA	NA	C	1	1	346	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
2	7	2015	10	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.58	NA	NA	C	1	1	446	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
6	7	2015	14	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.94	NA	NA	C	1	1	541	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	636	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	7	2015	21	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.56	NA	NA	C	1	1	731	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	822	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.74	NA	NA	C	1	1	909	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	996	0	NA	NA	NA	0	5.997634702	NA	NA	NA	NA	NA	NA	5.997634702	0	0
27	7	2015	35	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.48	NA	NA	C	1	1	1083	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	7	2015	38	1	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1169	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.56	NA	NA	C	1	1	1255	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1340	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
17	8	2015	56	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.67	NA	NA	C	1	1	1425	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	8	2015	59	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1489	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	8	2015	63	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.56	NA	NA	C	1	1	1571	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
27	8	2015	66	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1653	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	8	2015	70	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.6	NA	NA	C	1	1	1735	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	9	2015	73	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1817	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	1.47	NA	NA	C	1	1	1899	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	1981	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0
14	9	2015	84	2	RIM	Plethodon	glutinosus	1	6_small	40.8	NA	NA	NA	NA	C	1	1	NA	1	NA	NA	2405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	6	2015	NA	1	RIM	Plethodon	glutinosus	1	NA	40.8	39.1	1.71	N	N	NA	NA	NA	22	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	NA	NA	NA	I	6	3	120	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.63	NA	NA	I	6	3	261	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	RIM	Plethodon	montanus	1	20_large	55.4	NA	2.66	NA	NA	I	6	3	360	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
