Day	Month_	Year	Exp_day	Phase	Site	Genus	Species	ID_number	infection_tube	SVL	Tail	Mass	Regen_Tail	Skin_Scrapes	Treatment	Incubator_number	Shelf_number	Swab_ID	Census	Bd_hist	Bsal_hist	Specimen_ID	Bd_load	Bsal_load	Repeat1_Bd	Repeat1_Bsal	DoubleBd	DoubleBsal	DoubleBd_repeat	DoubleBsal_repeat	Bsal	Bd	Bd_load_t_min_1
31	7	2015	39	1	RIM	Plethodon	montanus	11	33_large	52.5	NA	NA	NA	NA	I	1	3	1191	0	NA	NA	NA	0	49.01740134	NA	NA	NA	NA	NA	NA	49.01740134	0	0
10	8	2015	49	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	2.35	NA	NA	I	5	3	1276	0	NA	NA	NA	0	1214.564529	NA	NA	NA	NA	NA	NA	1214.564529	0	0
17	8	2015	56	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	2.35	NA	NA	I	5	3	1468	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	8	2015	59	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	NA	NA	NA	I	5	3	1504	0	NA	NA	NA	0	3.238808487	NA	NA	NA	NA	NA	NA	3.238808487	0	0
25	8	2015	64	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	2.2	NA	NA	I	5	3	1586	0	NA	NA	NA	0	20.3511684	NA	NA	NA	NA	NA	NA	20.3511684	0	0
28	8	2015	67	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	NA	NA	NA	I	5	3	1668	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	2.25	NA	NA	I	5	3	1750	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	NA	NA	NA	I	5	3	1832	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	2.05	NA	NA	I	5	3	1914	0	NA	NA	NA	0	500.8570705	NA	NA	NA	NA	NA	NA	500.8570705	0	0
11	9	2015	81	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	NA	NA	NA	I	5	3	1996	0	NA	NA	NA	0	0	NA	NA	0	1066.816182	0	355.2281194	1066.816182	0	0
16	9	2015	86	2	RIM	Plethodon	montanus	11	42_small	51.8	NA	NA	NA	NA	I	5	3	NA	1	NA	NA	2447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Plethodon	montanus	11	NA	52.5	54.2	2.74	N	N	NA	NA	NA	10	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	188	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.92	NA	NA	C	5	1	243	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.86	NA	NA	C	5	1	342	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.87	NA	NA	C	5	1	442	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.8	NA	NA	C	5	1	537	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	632	0	NA	NA	NA	0	7.856754065	NA	NA	NA	NA	NA	NA	7.856754065	0	0
15	7	2015	23	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.36	NA	NA	C	5	1	727	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	818	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.9	NA	NA	C	5	1	905	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	992	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.81	NA	NA	C	5	1	1079	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1165	0	NA	NA	NA	0	10.4891017	NA	NA	NA	NA	NA	NA	10.4891017	0	0
10	8	2015	49	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	2.08	NA	NA	C	5	1	1251	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1336	0	NA	NA	NA	0	4.342669012	NA	NA	NA	NA	NA	NA	4.342669012	0	0
18	8	2015	57	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	2.15	NA	NA	C	5	1	1421	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1530	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.96	NA	NA	C	5	1	1612	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1694	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	1.96	NA	NA	C	5	1	1776	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1858	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	1940	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	2022	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	BT_Lake	Desmognathus	fuscus	12	12_small	44.2	NA	NA	NA	NA	C	5	1	NA	1	NA	NA	2481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	BT_Lake	Desmognathus	fuscus	12	NA	44.2	47.5	1.97	N	N	NA	NA	NA	72	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	I	5	3	174	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.39	NA	NA	I	5	3	285	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.4	NA	NA	I	5	3	384	0	NA	NA	NA	0	4.444168479	NA	NA	NA	NA	NA	NA	4.444168479	0	0
3	7	2015	11	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.44	NA	NA	I	5	3	484	0	NA	NA	NA	0	40.05457698	NA	NA	NA	NA	NA	NA	40.05457698	0	0
7	7	2015	15	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.42	NA	NA	I	5	3	579	0	NA	NA	NA	0	4369508.017	NA	NA	NA	NA	NA	NA	4369508.017	0	0
9	7	2015	17	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	I	5	3	674	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.33	NA	NA	I	5	3	769	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	I	5	3	860	0	NA	NA	NA	0	19.18370018	NA	NA	NA	NA	NA	NA	19.18370018	0	0
20	7	2015	28	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.43	NA	NA	I	5	3	947	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	I	5	3	1034	0	NA	NA	NA	0	6.137561694	NA	NA	NA	NA	NA	NA	6.137561694	0	0
28	7	2015	36	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.56	NA	NA	I	5	3	1121	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	I	5	3	1207	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.48	NA	NA	D	5	3	1293	0	NA	NA	NA	0	1882.081694	NA	NA	NA	NA	NA	NA	1882.081694	0	0
13	8	2015	52	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	1378	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.45	NA	NA	D	5	3	1461	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	1546	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.31	NA	NA	D	5	3	1628	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	1710	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.37	NA	NA	D	5	3	1792	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	1874	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	1.41	NA	NA	D	5	3	1956	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	2038	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	WTM	Desmognathus	organi	12	54_small	41.4	NA	NA	NA	NA	D	5	3	NA	1	NA	NA	2470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	WTM	Desmognathus	organi	12	NA	41.4	40.4	1.36	N	N	NA	NA	NA	73	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Notophtalamus	viridescens	12	9_small	44.7	NA	NA	NA	NA	C	1	1	203	0	NA	NA	NA	41542.4	0	NA	NA	NA	NA	NA	NA	0	41542.4	NA
24	6	2015	2	1	BT_Lake	Notophtalamus	viridescens	12	NA	44.7	NA	NA	NA	NA	I	NA	NA	NA	1	NA	NA	2496	NA	NA	NA	NA	NA	NA	NA	NA	0	0	41542.4
7	6	2015	NA	1	BT_Lake	Notophtalamus	viridescens	12	NA	44.7	46.2	2.55	N	N	NA	NA	NA	104	0	NA	NA	NA	35.33157757	0	NA	NA	NA	NA	NA	NA	0	35.33157757	NA
7	6	2015	NA	1	NA	Plethodon	cinereus	12	NA	NA	NA	NA	NA	N	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	6	2015	0	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	I	3	2	144	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.78	NA	NA	I	3	2	229	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.54	NA	NA	I	3	2	328	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.53	NA	NA	I	3	2	428	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.38	NA	NA	I	3	2	523	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
9	7	2015	17	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	I	3	2	618	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.46	NA	NA	I	3	2	713	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	I	3	2	804	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.18	NA	NA	I	3	2	891	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	I	3	2	978	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.13	NA	NA	I	3	2	1065	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	I	3	2	1151	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	3.16	NA	NA	D	3	2	1237	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	1322	0	NA	NA	NA	0	4.226799343	NA	NA	NA	NA	NA	NA	4.226799343	0	0
18	8	2015	57	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	2.86	NA	NA	D	3	2	1407	0	NA	NA	NA	0	110.9806752	NA	NA	NA	NA	NA	NA	110.9806752	0	0
21	8	2015	60	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	1524	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	2.76	NA	NA	D	3	2	1606	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	1688	0	NA	NA	NA	0	9.980005553	NA	NA	NA	NA	NA	NA	9.980005553	0	0
1	9	2015	71	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	2.61	NA	NA	D	3	2	1770	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	1852	0	NA	NA	NA	0	17.9040578	NA	NA	NA	NA	NA	NA	17.9040578	0	0
8	9	2015	78	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	2.74	NA	NA	D	3	2	1934	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	2016	0	NA	NA	NA	0	6296.697645	0	0	0	117.1413763	0	24.17377736	6296.697645	0	0
16	9	2015	86	2	MRHQ	Plethodon	cylindraceus	12	24_large	54.4	NA	NA	NA	NA	D	3	2	NA	1	NA	NA	2457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	MRHQ	Plethodon	cylindraceus	12	NA	54.4	70.8	3.9	N	N	NA	NA	NA	59	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	159	0	NA	NA	NA	6.215445321	0	NA	NA	NA	NA	NA	NA	0	6.215445321	NA
26	6	2015	4	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.4	NA	NA	C	5	1	257	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	6.215445321
30	6	2015	8	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.52	NA	NA	C	5	1	356	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.53	NA	NA	C	5	1	456	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
7	7	2015	15	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.21	NA	NA	C	5	1	551	0	NA	NA	NA	4.855953759	0	NA	NA	NA	NA	NA	NA	0	4.855953759	0
9	7	2015	17	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	646	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	4.855953759
15	7	2015	23	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.42	NA	NA	C	5	1	741	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	832	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.03	NA	NA	C	5	1	919	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1006	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.24	NA	NA	C	5	1	1093	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1179	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	5.64	NA	NA	C	5	1	1265	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1350	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	6.06	NA	NA	C	5	1	1434	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1535	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	5.23	NA	NA	C	5	1	1617	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1699	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	5.31	NA	NA	C	5	1	1781	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	1863	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	5.09	NA	NA	C	5	1	1945	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	2027	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	RIM-West	Plethodon	glutinosus	12	5_large	67.4	NA	NA	NA	NA	C	5	1	NA	1	NA	NA	2472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM-West	Plethodon	glutinosus	12	NA	67.4	85.5	6.44	N	N	NA	NA	NA	15	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	129	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
26	6	2015	4	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	3.16	NA	NA	C	6	1	270	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
30	6	2015	8	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.96	NA	NA	C	6	1	369	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
3	7	2015	11	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.92	NA	NA	C	6	1	469	0	NA	NA	NA	0.465767574	5.475407702	NA	NA	NA	NA	NA	NA	5.475407702	0.465767574	0
7	7	2015	15	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.79	NA	NA	C	6	1	564	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0.465767574
9	7	2015	17	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	659	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
15	7	2015	23	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.74	NA	NA	C	6	1	754	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
16	7	2015	24	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	845	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
20	7	2015	28	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.59	NA	NA	C	6	1	932	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
24	7	2015	32	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1019	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	7	2015	36	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.58	NA	NA	C	6	1	1106	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
31	7	2015	39	1	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1192	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
10	8	2015	49	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.63	NA	NA	C	6	1	1278	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0
13	8	2015	52	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1363	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
18	8	2015	57	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.8	NA	NA	C	6	1	1446	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
21	8	2015	60	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1537	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
25	8	2015	64	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.41	NA	NA	C	6	1	1619	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
28	8	2015	67	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1701	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
1	9	2015	71	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.32	NA	NA	C	6	1	1783	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
4	9	2015	74	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	1865	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
8	9	2015	78	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	2.39	NA	NA	C	6	1	1947	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
11	9	2015	81	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	2029	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0
16	9	2015	86	2	RIM	Plethodon	montanus	12	3_large	55.6	NA	NA	NA	NA	C	6	1	NA	1	NA	NA	2476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
7	6	2015	NA	1	RIM	Plethodon	montanus	12	NA	55.6	43.5	3.09	Y	N	NA	NA	NA	12	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
22	6	2015	0	1	BT_Lake	Desmognathus	fuscus	13	39_small	37.5	NA	NA	NA	NA	C	6	1	189	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	NA
25	6	2015	3	1	BT_Lake	Desmognathus	fuscus	13	39_small	37.5	NA	0.67	NA	NA	C	6	1	244	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	0	0	0
